source_key,source_type,status,database_fragment_id,date,diary,page_name,place_after,image_relative_path,database_sequence,reason
"fragments/1830/08/23-img2398","LEGACY","MATCHED_EXACT","1045","1830-08-23","diary-1830","img2398","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/24-img2398","LEGACY","MATCHED_EXACT","1046","1830-08-24","diary-1830","img2398","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/25-img2398","LEGACY","MATCHED_EXACT","1047","1830-08-25","diary-1830","img2398","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/26-img2398","LEGACY","MATCHED_EXACT","1048","1830-08-26","diary-1830","img2398","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/27-img2399","LEGACY","MATCHED_EXACT","1049","1830-08-27","diary-1830","img2399","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/28-img2399","LEGACY","MATCHED_EXACT","1050","1830-08-28","diary-1830","img2399","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/29-img2399","LEGACY","MATCHED_EXACT","1051","1830-08-29","diary-1830","img2399","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/30-img2399","LEGACY","MATCHED_EXACT","1052","1830-08-30","diary-1830","img2399","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/08/31-img2399","LEGACY","MATCHED_EXACT","1053","1830-08-31","diary-1830","img2399","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/01-img2400","LEGACY","MATCHED_EXACT","1054","1830-09-01","diary-1830","img2400","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/02-img2400","LEGACY","MATCHED_EXACT","1055","1830-09-02","diary-1830","img2400","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/03-img2400","LEGACY","MATCHED_EXACT","1056","1830-09-03","diary-1830","img2400","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/04-img2400","LEGACY","MATCHED_EXACT","1057","1830-09-04","diary-1830","img2400","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/05-img2400","LEGACY","MATCHED_EXACT","1058","1830-09-05","diary-1830","img2400","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/06-img2401","LEGACY","MATCHED_EXACT","1059","1830-09-06","diary-1830","img2401","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/07-img2401","LEGACY","MATCHED_EXACT","1060","1830-09-07","diary-1830","img2401","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/08-img2401","LEGACY","MATCHED_EXACT","1061","1830-09-08","diary-1830","img2401","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/09-img2401","LEGACY","MATCHED_EXACT","1062","1830-09-09","diary-1830","img2401","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/10-img2401","LEGACY","MATCHED_EXACT","1063","1830-09-10","diary-1830","img2401","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/11-img2402","LEGACY","MATCHED_EXACT","1064","1830-09-11","diary-1830","img2402","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/12-img2402","LEGACY","MATCHED_EXACT","1065","1830-09-12","diary-1830","img2402","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/13-img2402","LEGACY","MATCHED_EXACT","1066","1830-09-13","diary-1830","img2402","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/14-img2402","LEGACY","MATCHED_EXACT","1067","1830-09-14","diary-1830","img2402","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/15-img2403-left","LEGACY","MATCHED_EXACT","1068","1830-09-15","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/16-img2403-left","LEGACY","MATCHED_EXACT","1069","1830-09-16","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/17-img2403-left","LEGACY","MATCHED_EXACT","1070","1830-09-17","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/18-img2403-right","LEGACY","MATCHED_EXACT","1071","1830-09-18","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/19-img2403-right","LEGACY","MATCHED_EXACT","1072","1830-09-19","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/20-img2403-right","LEGACY","MATCHED_EXACT","1073","1830-09-20","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/21-img2403-right","LEGACY","MATCHED_EXACT","1074","1830-09-21","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/22-img2403-right","LEGACY","MATCHED_EXACT","1075","1830-09-22","diary-1830","img2403","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/23-img2404","LEGACY","MATCHED_EXACT","1076","1830-09-23","diary-1830","img2404","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/24-img2404","LEGACY","MATCHED_EXACT","1077","1830-09-24","diary-1830","img2404","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/25-img2404","LEGACY","MATCHED_EXACT","1078","1830-09-25","diary-1830","img2404","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/26-img2404","LEGACY","MATCHED_EXACT","1079","1830-09-26","diary-1830","img2404","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/27-img2405","LEGACY","MATCHED_EXACT","1080","1830-09-27","diary-1830","img2405","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/28-img2405","LEGACY","MATCHED_EXACT","1081","1830-09-28","diary-1830","img2405","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/29-img2405","LEGACY","MATCHED_EXACT","1082","1830-09-29","diary-1830","img2405","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/09/30-img2405","LEGACY","MATCHED_EXACT","1083","1830-09-30","diary-1830","img2405","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/01-img2406","LEGACY","MATCHED_EXACT","1084","1830-10-01","diary-1830","img2406","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/02-img2406","LEGACY","MATCHED_EXACT","1085","1830-10-02","diary-1830","img2406","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/03-img2406","LEGACY","MATCHED_EXACT","1086","1830-10-03","diary-1830","img2406","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/04-img2406","LEGACY","MATCHED_EXACT","1087","1830-10-04","diary-1830","img2406","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/05-img2406","LEGACY","MATCHED_EXACT","1088","1830-10-05","diary-1830","img2406","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/06-img2407","LEGACY","MATCHED_EXACT","1089","1830-10-06","diary-1830","img2407","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/07-img2407","LEGACY","MATCHED_EXACT","1090","1830-10-07","diary-1830","img2407","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/08-img2407","LEGACY","MATCHED_EXACT","1091","1830-10-08","diary-1830","img2407","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/09-img2407","LEGACY","MATCHED_EXACT","1092","1830-10-09","diary-1830","img2407","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/10-img2407","LEGACY","MATCHED_EXACT","1093","1830-10-10","diary-1830","img2407","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/11-img2408","LEGACY","MATCHED_EXACT","1094","1830-10-11","diary-1830","img2408","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/12-img2408","LEGACY","MATCHED_EXACT","1095","1830-10-12","diary-1830","img2408","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/13-img2408","LEGACY","MATCHED_EXACT","1096","1830-10-13","diary-1830","img2408","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/14-img2408","LEGACY","MATCHED_EXACT","1097","1830-10-14","diary-1830","img2408","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/15-img2409","LEGACY","MATCHED_EXACT","1098","1830-10-15","diary-1830","img2409","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/16-img2409","LEGACY","MATCHED_EXACT","1099","1830-10-16","diary-1830","img2409","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/17-img2409","LEGACY","MATCHED_EXACT","1100","1830-10-17","diary-1830","img2409","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/18-img2409","LEGACY","MATCHED_EXACT","1101","1830-10-18","diary-1830","img2409","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/19-img2410","LEGACY","MATCHED_EXACT","1102","1830-10-19","diary-1830","img2410","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/20-img2410","LEGACY","MATCHED_EXACT","1103","1830-10-20","diary-1830","img2410","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/21-img2410","LEGACY","MATCHED_EXACT","1104","1830-10-21","diary-1830","img2410","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/22-img2410","LEGACY","MATCHED_EXACT","1105","1830-10-22","diary-1830","img2410","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/23-img2410","LEGACY","MATCHED_EXACT","1106","1830-10-23","diary-1830","img2410","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/24-img2411","LEGACY","MATCHED_EXACT","1107","1830-10-24","diary-1830","img2411","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/25-img2411","LEGACY","MATCHED_EXACT","1108","1830-10-25","diary-1830","img2411","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/26-img2411","LEGACY","MATCHED_EXACT","1109","1830-10-26","diary-1830","img2411","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/27-img2411","LEGACY","MATCHED_EXACT","1110","1830-10-27","diary-1830","img2411","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/28-img2412","LEGACY","MATCHED_EXACT","1111","1830-10-28","diary-1830","img2412","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/29-img2412","LEGACY","MATCHED_EXACT","1112","1830-10-29","diary-1830","img2412","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/30-img2412","LEGACY","MATCHED_EXACT","1113","1830-10-30","diary-1830","img2412","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/10/31-img2412","LEGACY","MATCHED_EXACT","1114","1830-10-31","diary-1830","img2412","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/01-img2413","LEGACY","MATCHED_EXACT","1115","1830-11-01","diary-1830","img2413","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/02-img2413","LEGACY","MATCHED_EXACT","1116","1830-11-02","diary-1830","img2413","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/03-img2413","LEGACY","MATCHED_EXACT","1117","1830-11-03","diary-1830","img2413","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/04-img2413","LEGACY","MATCHED_EXACT","1118","1830-11-04","diary-1830","img2413","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/05-img2414-left","LEGACY","MATCHED_EXACT","1119","1830-11-05","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/06-img2414-left","LEGACY","MATCHED_EXACT","1120","1830-11-06","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/07-img2414-left","LEGACY","MATCHED_EXACT","1121","1830-11-07","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/08-img2414-left","LEGACY","MATCHED_EXACT","1122","1830-11-08","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/09-img2414-right","LEGACY","MATCHED_EXACT","1123","1830-11-09","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/10-img2414-right","LEGACY","MATCHED_EXACT","1124","1830-11-10","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/11-img2414-right","LEGACY","MATCHED_EXACT","1125","1830-11-11","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/12-img2414-right","LEGACY","MATCHED_EXACT","1126","1830-11-12","diary-1830","img2414","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/13-img2415-left","LEGACY","MATCHED_EXACT","1127","1830-11-13","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/14-img2415-left","LEGACY","MATCHED_EXACT","1128","1830-11-14","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/15-img2415-left","LEGACY","MATCHED_EXACT","1129","1830-11-15","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/16-img2415-left","LEGACY","MATCHED_EXACT","1130","1830-11-16","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/17-img2415-right","LEGACY","MATCHED_EXACT","1131","1830-11-17","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/18-img2415-right","LEGACY","MATCHED_EXACT","1132","1830-11-18","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/19-img2415-right","LEGACY","MATCHED_EXACT","1133","1830-11-19","diary-1830","img2415","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/20-img2416-left","LEGACY","MATCHED_EXACT","1134","1830-11-20","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/21-img2416-left","LEGACY","MATCHED_EXACT","1135","1830-11-21","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/22-img2416-left","LEGACY","MATCHED_EXACT","1136","1830-11-22","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/23-img2416-left","LEGACY","MATCHED_EXACT","1137","1830-11-23","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/24-img2416-right","LEGACY","MATCHED_EXACT","1138","1830-11-24","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/25-img2416-right","LEGACY","MATCHED_EXACT","1139","1830-11-25","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/26-img2416-right","LEGACY","MATCHED_EXACT","1140","1830-11-26","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/27-img2416-right","LEGACY","MATCHED_EXACT","1141","1830-11-27","diary-1830","img2416","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/28-img2417","LEGACY","MATCHED_EXACT","1142","1830-11-28","diary-1830","img2417","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/29-img2417","LEGACY","MATCHED_EXACT","1143","1830-11-29","diary-1830","img2417","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/11/30-img2417","LEGACY","MATCHED_EXACT","1144","1830-11-30","diary-1830","img2417","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/01-img2418","LEGACY","MATCHED_EXACT","1145","1830-12-01","diary-1830","img2418","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/02-img2418","LEGACY","MATCHED_EXACT","1146","1830-12-02","diary-1830","img2418","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/03-img2418","LEGACY","MATCHED_EXACT","1147","1830-12-03","diary-1830","img2418","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/04-img2419-left","LEGACY","MATCHED_EXACT","1148","1830-12-04","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/05-img2419-left","LEGACY","MATCHED_EXACT","1149","1830-12-05","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/06-img2419-left","LEGACY","MATCHED_EXACT","1150","1830-12-06","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/07-img2419-left","LEGACY","MATCHED_EXACT","1151","1830-12-07","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/08-img2419-right","LEGACY","MATCHED_EXACT","1152","1830-12-08","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/09-img2419-right","LEGACY","MATCHED_EXACT","1153","1830-12-09","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/10-img2419-right","LEGACY","MATCHED_EXACT","1154","1830-12-10","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/11-img2419-right","LEGACY","MATCHED_EXACT","1155","1830-12-11","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/12-img2419-right","LEGACY","MATCHED_EXACT","1156","1830-12-12","diary-1830","img2419","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/12-img2420","LEGACY","MATCHED_EXACT","1157","1830-12-12","diary-1830","img2420","","","2.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/13-img2420","LEGACY","MATCHED_EXACT","1158","1830-12-13","diary-1830","img2420","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/14-img2420","LEGACY","MATCHED_EXACT","1159","1830-12-14","diary-1830","img2420","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/15-img2421","LEGACY","MATCHED_EXACT","1160","1830-12-15","diary-1830","img2421","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/16-img2421","LEGACY","MATCHED_EXACT","1161","1830-12-16","diary-1830","img2421","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/17-img2421","LEGACY","MATCHED_EXACT","1162","1830-12-17","diary-1830","img2421","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/18-img2423","LEGACY","MATCHED_EXACT","1163","1830-12-18","diary-1830","img2423","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/19-img2423","LEGACY","MATCHED_EXACT","1164","1830-12-19","diary-1830","img2423","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/20-img2424","LEGACY","MATCHED_EXACT","1165","1830-12-20","diary-1830","img2424","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/21-img2424","LEGACY","MATCHED_EXACT","1166","1830-12-21","diary-1830","img2424","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/22-img2424","LEGACY","MATCHED_EXACT","1167","1830-12-22","diary-1830","img2424","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/23-img2424","LEGACY","MATCHED_EXACT","1168","1830-12-23","diary-1830","img2424","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/24-img2425","LEGACY","MATCHED_EXACT","1169","1830-12-24","diary-1830","img2425","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/25-img2425","LEGACY","MATCHED_EXACT","1170","1830-12-25","diary-1830","img2425","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/26-img2425","LEGACY","MATCHED_EXACT","1171","1830-12-26","diary-1830","img2425","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/27-img2426","LEGACY","MATCHED_EXACT","1172","1830-12-27","diary-1830","img2426","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/28-img2426","LEGACY","MATCHED_EXACT","1173","1830-12-28","diary-1830","img2426","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/29-img2426","LEGACY","MATCHED_EXACT","1174","1830-12-29","diary-1830","img2426","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/30-img2426","LEGACY","MATCHED_EXACT","1175","1830-12-30","diary-1830","img2426","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1830/12/31-img2427","LEGACY","MATCHED_EXACT","1176","1830-12-31","diary-1830","img2427","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/01-dc-highlights-1831","LEGACY","MATCHED_EXACT","1177","1831-01-01","","","","","2.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/01-img2733","LEGACY","MATCHED_EXACT","1178","1831-01-01","diary-1831","img2733","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/02-img2733","LEGACY","MATCHED_EXACT","1179","1831-01-02","diary-1831","img2733","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/03-img2733","LEGACY","MATCHED_EXACT","1180","1831-01-03","diary-1831","img2733","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/04-img2734","LEGACY","MATCHED_EXACT","1181","1831-01-04","diary-1831","img2734","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/05-b1-img2734-doodle-on-blotting-paper","LEGACY","MISSING_FROM_DATABASE","","1831-01-05","","img2734","","","","no unclaimed database row has the same date and Page context"
"fragments/1831/01/05-img2734","LEGACY","MATCHED_EXACT","1183","1831-01-05","diary-1831","img2734","","","2.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/06-img2734","LEGACY","MATCHED_EXACT","1184","1831-01-06","diary-1831","img2734","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/07-img2735","LEGACY","MATCHED_EXACT","1185","1831-01-07","diary-1831","img2735","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/08-img2735","LEGACY","MATCHED_EXACT","1186","1831-01-08","diary-1831","img2735","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/09-img2735","LEGACY","MATCHED_EXACT","1187","1831-01-09","diary-1831","img2735","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/10-img2736","LEGACY","MATCHED_EXACT","1188","1831-01-10","diary-1831","img2736","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/11-img2736","LEGACY","MATCHED_EXACT","1189","1831-01-11","diary-1831","img2736","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/12-img2736","LEGACY","MATCHED_EXACT","1190","1831-01-12","diary-1831","img2736","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/13-img2736","LEGACY","MATCHED_EXACT","1191","1831-01-13","diary-1831","img2736","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/14-img2737","LEGACY","MATCHED_EXACT","1192","1831-01-14","diary-1831","img2737","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/15-img2737","LEGACY","MATCHED_EXACT","1193","1831-01-15","diary-1831","img2737","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/16-img2737","LEGACY","MATCHED_EXACT","1194","1831-01-16","diary-1831","img2737","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/17-img2737","LEGACY","MATCHED_EXACT","1195","1831-01-17","diary-1831","img2737","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/18-img2738","LEGACY","MATCHED_EXACT","1196","1831-01-18","diary-1831","img2738","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/19-img2738","LEGACY","MATCHED_EXACT","1197","1831-01-19","diary-1831","img2738","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/20-img2738","LEGACY","MATCHED_EXACT","1198","1831-01-20","diary-1831","img2738","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/21-img2738","LEGACY","MATCHED_EXACT","1199","1831-01-21","diary-1831","img2738","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/22-img2738","LEGACY","MATCHED_EXACT","1200","1831-01-22","diary-1831","img2738","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/23-img2739","LEGACY","MATCHED_EXACT","1201","1831-01-23","diary-1831","img2739","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/24-img2739","LEGACY","MATCHED_EXACT","1202","1831-01-24","diary-1831","img2739","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/25-img2739","LEGACY","MATCHED_EXACT","1203","1831-01-25","diary-1831","img2739","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/26-img2740","LEGACY","MATCHED_EXACT","1204","1831-01-26","diary-1831","img2740","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/27-img2740","LEGACY","MATCHED_EXACT","1205","1831-01-27","diary-1831","img2740","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/28-img2741","LEGACY","MATCHED_EXACT","1206","1831-01-28","diary-1831","img2741","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/29-img2741","LEGACY","MATCHED_EXACT","1207","1831-01-29","diary-1831","img2741","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/30-img2742","LEGACY","MATCHED_EXACT","1208","1831-01-30","diary-1831","img2742","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/01/31-img2742","LEGACY","MATCHED_EXACT","1209","1831-01-31","diary-1831","img2742","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/01-img2743","LEGACY","MATCHED_EXACT","1210","1831-02-01","diary-1831","img2743","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/02-img2743","LEGACY","MATCHED_EXACT","1211","1831-02-02","diary-1831","img2743","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/03-img2744","LEGACY","MATCHED_EXACT","1212","1831-02-03","diary-1831","img2744","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/04-img2744","LEGACY","MATCHED_EXACT","1213","1831-02-04","diary-1831","img2744","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/05-img2744","LEGACY","MATCHED_EXACT","1214","1831-02-05","diary-1831","img2744","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/05-img2745","LEGACY","MATCHED_EXACT","1215","1831-02-05","diary-1831","img2745","","","2.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/06-img2745","LEGACY","MATCHED_EXACT","1216","1831-02-06","diary-1831","img2745","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/07-img2745","LEGACY","MATCHED_EXACT","1217","1831-02-07","diary-1831","img2745","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/08-img2745","LEGACY","MATCHED_EXACT","1218","1831-02-08","diary-1831","img2745","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/08-img2746","LEGACY","MATCHED_EXACT","1219","1831-02-08","diary-1831","img2746","","","2.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/09-img2746","LEGACY","MATCHED_EXACT","1220","1831-02-09","diary-1831","img2746","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/10-img2746","LEGACY","MATCHED_EXACT","1221","1831-02-10","diary-1831","img2746","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/11-img2746","LEGACY","MATCHED_EXACT","1222","1831-02-11","diary-1831","img2746","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/12-img2747","LEGACY","MATCHED_EXACT","1223","1831-02-12","diary-1831","img2747","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/13-img2747","LEGACY","MATCHED_EXACT","1224","1831-02-13","diary-1831","img2747","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/14-img2747","LEGACY","MATCHED_EXACT","1225","1831-02-14","diary-1831","img2747","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1831/02/15-img2747","LEGACY","MATCHED_EXACT","1226","1831-02-15","diary-1831","img2747","","","1.0000","date, Page context and imported HTML hash match"
